camera_id,camera,kind,category,visible_clusters,false_positive_clusters,candidate_instances,actual_visible_instances,instance_waste_ratio
32,top_00,top,Nettle,19,0,330,330,0.0
32,top_00,top,ShrubSorrel,2476,0,630176,630176,0.0
32,top_00,top,Shrub,48,0,11337,11337,0.0
32,top_00,top,Grass_B,1351,0,339865,339865,0.0
32,top_00,top,Grass_A,1104,0,280985,280985,0.0
32,top_00,top,Pyramid_Grass_B,185,0,44000,44000,0.0
32,top_00,top,Pyramid_Moss,7953,0,2034610,2034610,0.0
32,top_00,top,QueenForest,6257,14,319683,312473,0.0225535921522258
32,top_00,top,RiverForest,7043,17,1256147,1225241,0.02460380831224371
32,top_00,top,RiverSapling,1242,0,45000,45000,0.0
32,top_00,top,RiverSeedling,9526,0,2266462,2266462,0.0
33,top_01,top,Anthurium,17,0,138,138,0.0
33,top_01,top,Nettle,19,0,330,330,0.0
33,top_01,top,ShrubSorrel,2476,0,630176,630176,0.0
33,top_01,top,Shrub,48,0,11337,11337,0.0
33,top_01,top,Grass_B,1351,0,339865,339865,0.0
33,top_01,top,Grass_A,1104,0,280985,280985,0.0
33,top_01,top,Pyramid_Grass_B,185,0,44000,44000,0.0
33,top_01,top,Pyramid_Moss,7953,0,2034610,2034610,0.0
33,top_01,top,QueenForest,6277,20,302211,295124,0.023450503125299872
33,top_01,top,RiverForest,6975,20,1223169,1191817,0.025631781053967195
33,top_01,top,RiverSapling,1242,0,45000,45000,0.0
33,top_01,top,RiverSeedling,9526,0,2266462,2266462,0.0
34,top_02,top,Anthurium,17,0,138,138,0.0
34,top_02,top,Nettle,19,0,330,330,0.0
34,top_02,top,ShrubSorrel,2476,0,630176,630176,0.0
34,top_02,top,Shrub,48,0,11337,11337,0.0
34,top_02,top,Grass_B,1351,0,339865,339865,0.0
34,top_02,top,Grass_A,1104,0,280985,280985,0.0
34,top_02,top,Pyramid_Grass_B,185,0,44000,44000,0.0
34,top_02,top,Pyramid_Moss,7953,0,2034610,2034610,0.0
34,top_02,top,QueenForest,6302,19,326714,319038,0.023494554870620788
34,top_02,top,RiverForest,7106,23,1278484,1244878,0.026285819767787474
34,top_02,top,RiverSapling,1242,0,45000,45000,0.0
34,top_02,top,RiverSeedling,9526,0,2266462,2266462,0.0
35,top_03,top,Anthurium,17,0,138,138,0.0
35,top_03,top,Nettle,19,0,330,330,0.0
35,top_03,top,ShrubSorrel,2476,0,630176,630176,0.0
35,top_03,top,Shrub,48,0,11337,11337,0.0
35,top_03,top,Grass_B,1351,0,339865,339865,0.0
35,top_03,top,Grass_A,1104,0,280985,280985,0.0
35,top_03,top,Pyramid_Grass_B,185,0,44000,44000,0.0
35,top_03,top,Pyramid_Moss,7953,0,2034610,2034610,0.0
35,top_03,top,QueenForest,6209,14,317575,311299,0.019762260883255924
35,top_03,top,RiverForest,7043,13,1249204,1221168,0.022443091760833297
35,top_03,top,RiverSapling,1242,0,45000,45000,0.0
35,top_03,top,RiverSeedling,9526,0,2266462,2266462,0.0
