camera_id,camera,kind,category,visible_clusters,false_positive_clusters,candidate_instances,actual_visible_instances,instance_waste_ratio
36,Camera,authored,Anthurium,0,0,0,0,0
36,Camera,authored,Nettle,0,0,0,0,0
36,Camera,authored,ShrubSorrel,0,0,0,0,0
36,Camera,authored,Shrub,40,5,9780,5352,0.452760736196319
36,Camera,authored,Grass_B,673,67,172033,125846,0.2684775595379956
36,Camera,authored,Grass_A,686,79,175616,124468,0.2912490889212828
36,Camera,authored,Pyramid_Grass_B,185,0,44000,42412,0.03609090909090909
36,Camera,authored,Pyramid_Moss,7938,7,2030770,1947926,0.040794378486977846
36,Camera,authored,QueenForest,2277,13,106728,100651,0.05693913499737651
36,Camera,authored,RiverForest,2417,13,446035,420101,0.05814341923840057
36,Camera,authored,RiverSapling,142,7,5995,4319,0.27956630525437864
36,Camera,authored,RiverSeedling,760,43,178355,139646,0.21703344453477616
