kind,mesh_index,submesh_index,lod_index,view,path,width,height
mesh,1,,1,side,mesh/m001/l01_side.bmp,640,640
mesh,1,,1,top,mesh/m001/l01_top.bmp,640,640
mesh,1,,2,hero,mesh/m001/l02_hero.bmp,640,640
mesh,1,,2,side,mesh/m001/l02_side.bmp,640,640
mesh,1,,2,top,mesh/m001/l02_top.bmp,640,640
mesh,1,,3,hero,mesh/m001/l03_hero.bmp,640,640
mesh,1,,3,side,mesh/m001/l03_side.bmp,640,640
mesh,1,,3,top,mesh/m001/l03_top.bmp,640,640
mesh,1,,4,hero,mesh/m001/l04_hero.bmp,640,640
mesh,1,,4,side,mesh/m001/l04_side.bmp,640,640
mesh,1,,4,top,mesh/m001/l04_top.bmp,640,640
mesh,1,,5,hero,mesh/m001/l05_hero.bmp,640,640
mesh,1,,5,side,mesh/m001/l05_side.bmp,640,640
mesh,1,,5,top,mesh/m001/l05_top.bmp,640,640
mesh,1,,6,hero,mesh/m001/l06_hero.bmp,640,640
mesh,1,,6,side,mesh/m001/l06_side.bmp,640,640
mesh,1,,6,top,mesh/m001/l06_top.bmp,640,640
submesh,1,0,0,hero,submesh/m001_s00/l00_hero.bmp,640,640
submesh,1,0,1,hero,submesh/m001_s00/l01_hero.bmp,640,640
submesh,1,0,2,hero,submesh/m001_s00/l02_hero.bmp,640,640
submesh,1,0,3,hero,submesh/m001_s00/l03_hero.bmp,640,640
submesh,1,0,4,hero,submesh/m001_s00/l04_hero.bmp,640,640
submesh,1,0,5,hero,submesh/m001_s00/l05_hero.bmp,640,640
submesh,1,0,6,hero,submesh/m001_s00/l06_hero.bmp,640,640
submesh,1,1,0,hero,submesh/m001_s01/l00_hero.bmp,640,640
submesh,1,1,1,hero,submesh/m001_s01/l01_hero.bmp,640,640
submesh,1,1,2,hero,submesh/m001_s01/l02_hero.bmp,640,640
submesh,1,1,3,hero,submesh/m001_s01/l03_hero.bmp,640,640
submesh,1,1,4,hero,submesh/m001_s01/l04_hero.bmp,640,640
submesh,1,1,5,hero,submesh/m001_s01/l05_hero.bmp,640,640
submesh,1,1,6,hero,submesh/m001_s01/l06_hero.bmp,640,640
submesh,1,2,0,hero,submesh/m001_s02/l00_hero.bmp,640,640
submesh,1,2,1,hero,submesh/m001_s02/l01_hero.bmp,640,640
submesh,1,2,2,hero,submesh/m001_s02/l02_hero.bmp,640,640
submesh,1,2,3,hero,submesh/m001_s02/l03_hero.bmp,640,640
submesh,1,2,4,hero,submesh/m001_s02/l04_hero.bmp,640,640
submesh,1,2,5,hero,submesh/m001_s02/l05_hero.bmp,640,640
submesh,1,2,6,hero,submesh/m001_s02/l06_hero.bmp,640,640
mesh,2,,0,hero,mesh/m002/l00_hero.bmp,640,640
mesh,2,,0,side,mesh/m002/l00_side.bmp,640,640
mesh,2,,0,top,mesh/m002/l00_top.bmp,640,640
mesh,2,,1,hero,mesh/m002/l01_hero.bmp,640,640
mesh,2,,1,side,mesh/m002/l01_side.bmp,640,640
mesh,2,,1,top,mesh/m002/l01_top.bmp,640,640
mesh,2,,2,hero,mesh/m002/l02_hero.bmp,640,640
mesh,2,,2,side,mesh/m002/l02_side.bmp,640,640
mesh,2,,2,top,mesh/m002/l02_top.bmp,640,640
mesh,2,,3,hero,mesh/m002/l03_hero.bmp,640,640
mesh,2,,3,side,mesh/m002/l03_side.bmp,640,640
mesh,2,,3,top,mesh/m002/l03_top.bmp,640,640
mesh,2,,4,hero,mesh/m002/l04_hero.bmp,640,640
mesh,2,,4,side,mesh/m002/l04_side.bmp,640,640
mesh,2,,4,top,mesh/m002/l04_top.bmp,640,640
mesh,2,,5,hero,mesh/m002/l05_hero.bmp,640,640
mesh,2,,5,side,mesh/m002/l05_side.bmp,640,640
mesh,2,,5,top,mesh/m002/l05_top.bmp,640,640
mesh,2,,6,hero,mesh/m002/l06_hero.bmp,640,640
mesh,2,,6,side,mesh/m002/l06_side.bmp,640,640
mesh,2,,6,top,mesh/m002/l06_top.bmp,640,640
submesh,2,0,0,hero,submesh/m002_s00/l00_hero.bmp,640,640
submesh,2,0,1,hero,submesh/m002_s00/l01_hero.bmp,640,640
submesh,2,0,2,hero,submesh/m002_s00/l02_hero.bmp,640,640
submesh,2,0,3,hero,submesh/m002_s00/l03_hero.bmp,640,640
submesh,2,0,4,hero,submesh/m002_s00/l04_hero.bmp,640,640
submesh,2,0,5,hero,submesh/m002_s00/l05_hero.bmp,640,640
submesh,2,0,6,hero,submesh/m002_s00/l06_hero.bmp,640,640
submesh,2,1,0,hero,submesh/m002_s01/l00_hero.bmp,640,640
submesh,2,1,1,hero,submesh/m002_s01/l01_hero.bmp,640,640
submesh,2,1,2,hero,submesh/m002_s01/l02_hero.bmp,640,640
submesh,2,1,3,hero,submesh/m002_s01/l03_hero.bmp,640,640
submesh,2,1,4,hero,submesh/m002_s01/l04_hero.bmp,640,640
submesh,2,1,5,hero,submesh/m002_s01/l05_hero.bmp,640,640
submesh,2,1,6,hero,submesh/m002_s01/l06_hero.bmp,640,640
submesh,2,2,0,hero,submesh/m002_s02/l00_hero.bmp,640,640
submesh,2,2,1,hero,submesh/m002_s02/l01_hero.bmp,640,640
submesh,2,2,2,hero,submesh/m002_s02/l02_hero.bmp,640,640
submesh,2,2,3,hero,submesh/m002_s02/l03_hero.bmp,640,640
submesh,2,2,4,hero,submesh/m002_s02/l04_hero.bmp,640,640
submesh,2,2,5,hero,submesh/m002_s02/l05_hero.bmp,640,640
submesh,2,2,6,hero,submesh/m002_s02/l06_hero.bmp,640,640
mesh,3,,0,hero,mesh/m003/l00_hero.bmp,640,640
mesh,3,,0,side,mesh/m003/l00_side.bmp,640,640
mesh,3,,0,top,mesh/m003/l00_top.bmp,640,640
mesh,3,,1,hero,mesh/m003/l01_hero.bmp,640,640
mesh,3,,1,side,mesh/m003/l01_side.bmp,640,640
mesh,3,,1,top,mesh/m003/l01_top.bmp,640,640
mesh,3,,2,hero,mesh/m003/l02_hero.bmp,640,640
mesh,3,,2,side,mesh/m003/l02_side.bmp,640,640
mesh,3,,2,top,mesh/m003/l02_top.bmp,640,640
mesh,3,,3,hero,mesh/m003/l03_hero.bmp,640,640
mesh,3,,3,side,mesh/m003/l03_side.bmp,640,640
mesh,3,,3,top,mesh/m003/l03_top.bmp,640,640
mesh,3,,4,hero,mesh/m003/l04_hero.bmp,640,640
mesh,3,,4,side,mesh/m003/l04_side.bmp,640,640
mesh,3,,4,top,mesh/m003/l04_top.bmp,640,640
mesh,3,,5,hero,mesh/m003/l05_hero.bmp,640,640
mesh,3,,5,side,mesh/m003/l05_side.bmp,640,640
mesh,3,,5,top,mesh/m003/l05_top.bmp,640,640
mesh,3,,6,hero,mesh/m003/l06_hero.bmp,640,640
mesh,3,,6,side,mesh/m003/l06_side.bmp,640,640
mesh,3,,6,top,mesh/m003/l06_top.bmp,640,640
submesh,3,0,0,hero,submesh/m003_s00/l00_hero.bmp,640,640
submesh,3,0,1,hero,submesh/m003_s00/l01_hero.bmp,640,640
submesh,3,0,2,hero,submesh/m003_s00/l02_hero.bmp,640,640
submesh,3,0,3,hero,submesh/m003_s00/l03_hero.bmp,640,640
submesh,3,0,4,hero,submesh/m003_s00/l04_hero.bmp,640,640
submesh,3,0,5,hero,submesh/m003_s00/l05_hero.bmp,640,640
submesh,3,0,6,hero,submesh/m003_s00/l06_hero.bmp,640,640
submesh,3,1,0,hero,submesh/m003_s01/l00_hero.bmp,640,640
submesh,3,1,1,hero,submesh/m003_s01/l01_hero.bmp,640,640
submesh,3,1,2,hero,submesh/m003_s01/l02_hero.bmp,640,640
submesh,3,1,3,hero,submesh/m003_s01/l03_hero.bmp,640,640
submesh,3,1,4,hero,submesh/m003_s01/l04_hero.bmp,640,640
submesh,3,1,5,hero,submesh/m003_s01/l05_hero.bmp,640,640
submesh,3,1,6,hero,submesh/m003_s01/l06_hero.bmp,640,640
submesh,3,2,0,hero,submesh/m003_s02/l00_hero.bmp,640,640
submesh,3,2,1,hero,submesh/m003_s02/l01_hero.bmp,640,640
submesh,3,2,2,hero,submesh/m003_s02/l02_hero.bmp,640,640
submesh,3,2,3,hero,submesh/m003_s02/l03_hero.bmp,640,640
submesh,3,2,4,hero,submesh/m003_s02/l04_hero.bmp,640,640
submesh,3,2,5,hero,submesh/m003_s02/l05_hero.bmp,640,640
submesh,3,2,6,hero,submesh/m003_s02/l06_hero.bmp,640,640
mesh,4,,0,hero,mesh/m004/l00_hero.bmp,640,640
mesh,4,,0,side,mesh/m004/l00_side.bmp,640,640
mesh,4,,0,top,mesh/m004/l00_top.bmp,640,640
mesh,4,,1,hero,mesh/m004/l01_hero.bmp,640,640
mesh,4,,1,side,mesh/m004/l01_side.bmp,640,640
mesh,4,,1,top,mesh/m004/l01_top.bmp,640,640
mesh,4,,2,hero,mesh/m004/l02_hero.bmp,640,640
mesh,4,,2,side,mesh/m004/l02_side.bmp,640,640
mesh,4,,2,top,mesh/m004/l02_top.bmp,640,640
mesh,4,,3,hero,mesh/m004/l03_hero.bmp,640,640
mesh,4,,3,side,mesh/m004/l03_side.bmp,640,640
mesh,4,,3,top,mesh/m004/l03_top.bmp,640,640
mesh,4,,4,hero,mesh/m004/l04_hero.bmp,640,640
mesh,4,,4,side,mesh/m004/l04_side.bmp,640,640
mesh,4,,4,top,mesh/m004/l04_top.bmp,640,640
mesh,4,,5,hero,mesh/m004/l05_hero.bmp,640,640
mesh,4,,5,side,mesh/m004/l05_side.bmp,640,640
mesh,4,,5,top,mesh/m004/l05_top.bmp,640,640
mesh,4,,6,hero,mesh/m004/l06_hero.bmp,640,640
mesh,4,,6,side,mesh/m004/l06_side.bmp,640,640
mesh,4,,6,top,mesh/m004/l06_top.bmp,640,640
submesh,4,0,0,hero,submesh/m004_s00/l00_hero.bmp,640,640
submesh,4,0,1,hero,submesh/m004_s00/l01_hero.bmp,640,640
submesh,4,0,2,hero,submesh/m004_s00/l02_hero.bmp,640,640
submesh,4,0,3,hero,submesh/m004_s00/l03_hero.bmp,640,640
submesh,4,0,4,hero,submesh/m004_s00/l04_hero.bmp,640,640
submesh,4,0,5,hero,submesh/m004_s00/l05_hero.bmp,640,640
submesh,4,0,6,hero,submesh/m004_s00/l06_hero.bmp,640,640
submesh,4,1,0,hero,submesh/m004_s01/l00_hero.bmp,640,640
submesh,4,1,1,hero,submesh/m004_s01/l01_hero.bmp,640,640
submesh,4,1,2,hero,submesh/m004_s01/l02_hero.bmp,640,640
submesh,4,1,3,hero,submesh/m004_s01/l03_hero.bmp,640,640
submesh,4,1,4,hero,submesh/m004_s01/l04_hero.bmp,640,640
submesh,4,1,5,hero,submesh/m004_s01/l05_hero.bmp,640,640
submesh,4,1,6,hero,submesh/m004_s01/l06_hero.bmp,640,640
submesh,4,2,0,hero,submesh/m004_s02/l00_hero.bmp,640,640
submesh,4,2,1,hero,submesh/m004_s02/l01_hero.bmp,640,640
submesh,4,2,2,hero,submesh/m004_s02/l02_hero.bmp,640,640
submesh,4,2,3,hero,submesh/m004_s02/l03_hero.bmp,640,640
submesh,4,2,4,hero,submesh/m004_s02/l04_hero.bmp,640,640
submesh,4,2,5,hero,submesh/m004_s02/l05_hero.bmp,640,640
submesh,4,2,6,hero,submesh/m004_s02/l06_hero.bmp,640,640
mesh,5,,0,hero,mesh/m005/l00_hero.bmp,640,640
mesh,5,,0,side,mesh/m005/l00_side.bmp,640,640
mesh,5,,0,top,mesh/m005/l00_top.bmp,640,640
mesh,5,,1,hero,mesh/m005/l01_hero.bmp,640,640
mesh,5,,1,side,mesh/m005/l01_side.bmp,640,640
mesh,5,,1,top,mesh/m005/l01_top.bmp,640,640
mesh,5,,2,hero,mesh/m005/l02_hero.bmp,640,640
mesh,5,,2,side,mesh/m005/l02_side.bmp,640,640
mesh,5,,2,top,mesh/m005/l02_top.bmp,640,640
mesh,5,,3,hero,mesh/m005/l03_hero.bmp,640,640
mesh,5,,3,side,mesh/m005/l03_side.bmp,640,640
mesh,5,,3,top,mesh/m005/l03_top.bmp,640,640
mesh,5,,4,hero,mesh/m005/l04_hero.bmp,640,640
mesh,5,,4,side,mesh/m005/l04_side.bmp,640,640
mesh,5,,4,top,mesh/m005/l04_top.bmp,640,640
mesh,5,,5,hero,mesh/m005/l05_hero.bmp,640,640
mesh,5,,5,side,mesh/m005/l05_side.bmp,640,640
mesh,5,,5,top,mesh/m005/l05_top.bmp,640,640
mesh,5,,6,hero,mesh/m005/l06_hero.bmp,640,640
mesh,5,,6,side,mesh/m005/l06_side.bmp,640,640
mesh,5,,6,top,mesh/m005/l06_top.bmp,640,640
submesh,5,0,0,hero,submesh/m005_s00/l00_hero.bmp,640,640
submesh,5,0,1,hero,submesh/m005_s00/l01_hero.bmp,640,640
submesh,5,0,2,hero,submesh/m005_s00/l02_hero.bmp,640,640
submesh,5,0,3,hero,submesh/m005_s00/l03_hero.bmp,640,640
submesh,5,0,4,hero,submesh/m005_s00/l04_hero.bmp,640,640
submesh,5,0,5,hero,submesh/m005_s00/l05_hero.bmp,640,640
submesh,5,0,6,hero,submesh/m005_s00/l06_hero.bmp,640,640
submesh,5,1,0,hero,submesh/m005_s01/l00_hero.bmp,640,640
submesh,5,1,1,hero,submesh/m005_s01/l01_hero.bmp,640,640
submesh,5,1,2,hero,submesh/m005_s01/l02_hero.bmp,640,640
submesh,5,1,3,hero,submesh/m005_s01/l03_hero.bmp,640,640
submesh,5,1,4,hero,submesh/m005_s01/l04_hero.bmp,640,640
submesh,5,1,5,hero,submesh/m005_s01/l05_hero.bmp,640,640
submesh,5,1,6,hero,submesh/m005_s01/l06_hero.bmp,640,640
submesh,5,2,0,hero,submesh/m005_s02/l00_hero.bmp,640,640
submesh,5,2,1,hero,submesh/m005_s02/l01_hero.bmp,640,640
submesh,5,2,2,hero,submesh/m005_s02/l02_hero.bmp,640,640
submesh,5,2,3,hero,submesh/m005_s02/l03_hero.bmp,640,640
submesh,5,2,4,hero,submesh/m005_s02/l04_hero.bmp,640,640
submesh,5,2,5,hero,submesh/m005_s02/l05_hero.bmp,640,640
submesh,5,2,6,hero,submesh/m005_s02/l06_hero.bmp,640,640
mesh,6,,0,hero,mesh/m006/l00_hero.bmp,640,640
mesh,6,,0,side,mesh/m006/l00_side.bmp,640,640
mesh,6,,0,top,mesh/m006/l00_top.bmp,640,640
mesh,6,,1,hero,mesh/m006/l01_hero.bmp,640,640
mesh,6,,1,side,mesh/m006/l01_side.bmp,640,640
mesh,6,,1,top,mesh/m006/l01_top.bmp,640,640
mesh,6,,2,hero,mesh/m006/l02_hero.bmp,640,640
mesh,6,,2,side,mesh/m006/l02_side.bmp,640,640
mesh,6,,2,top,mesh/m006/l02_top.bmp,640,640
mesh,6,,3,hero,mesh/m006/l03_hero.bmp,640,640
mesh,6,,3,side,mesh/m006/l03_side.bmp,640,640
mesh,6,,3,top,mesh/m006/l03_top.bmp,640,640
mesh,6,,4,hero,mesh/m006/l04_hero.bmp,640,640
mesh,6,,4,side,mesh/m006/l04_side.bmp,640,640
mesh,6,,4,top,mesh/m006/l04_top.bmp,640,640
mesh,6,,5,hero,mesh/m006/l05_hero.bmp,640,640
mesh,6,,5,side,mesh/m006/l05_side.bmp,640,640
mesh,6,,5,top,mesh/m006/l05_top.bmp,640,640
mesh,6,,6,hero,mesh/m006/l06_hero.bmp,640,640
mesh,6,,6,side,mesh/m006/l06_side.bmp,640,640
mesh,6,,6,top,mesh/m006/l06_top.bmp,640,640
submesh,6,0,0,hero,submesh/m006_s00/l00_hero.bmp,640,640
submesh,6,0,1,hero,submesh/m006_s00/l01_hero.bmp,640,640
submesh,6,0,2,hero,submesh/m006_s00/l02_hero.bmp,640,640
submesh,6,0,3,hero,submesh/m006_s00/l03_hero.bmp,640,640
submesh,6,0,4,hero,submesh/m006_s00/l04_hero.bmp,640,640
submesh,6,0,5,hero,submesh/m006_s00/l05_hero.bmp,640,640
submesh,6,0,6,hero,submesh/m006_s00/l06_hero.bmp,640,640
submesh,6,1,0,hero,submesh/m006_s01/l00_hero.bmp,640,640
submesh,6,1,1,hero,submesh/m006_s01/l01_hero.bmp,640,640
submesh,6,1,2,hero,submesh/m006_s01/l02_hero.bmp,640,640
submesh,6,1,3,hero,submesh/m006_s01/l03_hero.bmp,640,640
submesh,6,1,4,hero,submesh/m006_s01/l04_hero.bmp,640,640
submesh,6,1,5,hero,submesh/m006_s01/l05_hero.bmp,640,640
submesh,6,1,6,hero,submesh/m006_s01/l06_hero.bmp,640,640
submesh,6,2,0,hero,submesh/m006_s02/l00_hero.bmp,640,640
submesh,6,2,1,hero,submesh/m006_s02/l01_hero.bmp,640,640
submesh,6,2,2,hero,submesh/m006_s02/l02_hero.bmp,640,640
submesh,6,2,3,hero,submesh/m006_s02/l03_hero.bmp,640,640
submesh,6,2,4,hero,submesh/m006_s02/l04_hero.bmp,640,640
submesh,6,2,5,hero,submesh/m006_s02/l05_hero.bmp,640,640
submesh,6,2,6,hero,submesh/m006_s02/l06_hero.bmp,640,640
mesh,7,,0,hero,mesh/m007/l00_hero.bmp,640,640
mesh,7,,0,side,mesh/m007/l00_side.bmp,640,640
mesh,7,,0,top,mesh/m007/l00_top.bmp,640,640
mesh,7,,1,hero,mesh/m007/l01_hero.bmp,640,640
mesh,7,,1,side,mesh/m007/l01_side.bmp,640,640
mesh,7,,1,top,mesh/m007/l01_top.bmp,640,640
mesh,7,,2,hero,mesh/m007/l02_hero.bmp,640,640
mesh,7,,2,side,mesh/m007/l02_side.bmp,640,640
mesh,7,,2,top,mesh/m007/l02_top.bmp,640,640
mesh,7,,3,hero,mesh/m007/l03_hero.bmp,640,640
mesh,7,,3,side,mesh/m007/l03_side.bmp,640,640
mesh,7,,3,top,mesh/m007/l03_top.bmp,640,640
mesh,7,,4,hero,mesh/m007/l04_hero.bmp,640,640
mesh,7,,4,side,mesh/m007/l04_side.bmp,640,640
mesh,7,,4,top,mesh/m007/l04_top.bmp,640,640
mesh,7,,5,hero,mesh/m007/l05_hero.bmp,640,640
mesh,7,,5,side,mesh/m007/l05_side.bmp,640,640
mesh,7,,5,top,mesh/m007/l05_top.bmp,640,640
mesh,7,,6,hero,mesh/m007/l06_hero.bmp,640,640
mesh,7,,6,side,mesh/m007/l06_side.bmp,640,640
mesh,7,,6,top,mesh/m007/l06_top.bmp,640,640
submesh,7,0,0,hero,submesh/m007_s00/l00_hero.bmp,640,640
submesh,7,0,1,hero,submesh/m007_s00/l01_hero.bmp,640,640
submesh,7,0,2,hero,submesh/m007_s00/l02_hero.bmp,640,640
submesh,7,0,3,hero,submesh/m007_s00/l03_hero.bmp,640,640
submesh,7,0,4,hero,submesh/m007_s00/l04_hero.bmp,640,640
submesh,7,0,5,hero,submesh/m007_s00/l05_hero.bmp,640,640
submesh,7,0,6,hero,submesh/m007_s00/l06_hero.bmp,640,640
submesh,7,1,0,hero,submesh/m007_s01/l00_hero.bmp,640,640
submesh,7,1,1,hero,submesh/m007_s01/l01_hero.bmp,640,640
submesh,7,1,2,hero,submesh/m007_s01/l02_hero.bmp,640,640
submesh,7,1,3,hero,submesh/m007_s01/l03_hero.bmp,640,640
submesh,7,1,4,hero,submesh/m007_s01/l04_hero.bmp,640,640
submesh,7,1,5,hero,submesh/m007_s01/l05_hero.bmp,640,640
submesh,7,1,6,hero,submesh/m007_s01/l06_hero.bmp,640,640
submesh,7,2,0,hero,submesh/m007_s02/l00_hero.bmp,640,640
submesh,7,2,1,hero,submesh/m007_s02/l01_hero.bmp,640,640
submesh,7,2,2,hero,submesh/m007_s02/l02_hero.bmp,640,640
submesh,7,2,3,hero,submesh/m007_s02/l03_hero.bmp,640,640
submesh,7,2,4,hero,submesh/m007_s02/l04_hero.bmp,640,640
submesh,7,2,5,hero,submesh/m007_s02/l05_hero.bmp,640,640
submesh,7,2,6,hero,submesh/m007_s02/l06_hero.bmp,640,640
mesh,8,,0,hero,mesh/m008/l00_hero.bmp,640,640
mesh,8,,0,side,mesh/m008/l00_side.bmp,640,640
mesh,8,,0,top,mesh/m008/l00_top.bmp,640,640
mesh,8,,1,hero,mesh/m008/l01_hero.bmp,640,640
mesh,8,,1,side,mesh/m008/l01_side.bmp,640,640
mesh,8,,1,top,mesh/m008/l01_top.bmp,640,640
mesh,8,,2,hero,mesh/m008/l02_hero.bmp,640,640
mesh,8,,2,side,mesh/m008/l02_side.bmp,640,640
mesh,8,,2,top,mesh/m008/l02_top.bmp,640,640
mesh,8,,3,hero,mesh/m008/l03_hero.bmp,640,640
mesh,8,,3,side,mesh/m008/l03_side.bmp,640,640
mesh,8,,3,top,mesh/m008/l03_top.bmp,640,640
mesh,8,,4,hero,mesh/m008/l04_hero.bmp,640,640
mesh,8,,4,side,mesh/m008/l04_side.bmp,640,640
mesh,8,,4,top,mesh/m008/l04_top.bmp,640,640
mesh,8,,5,hero,mesh/m008/l05_hero.bmp,640,640
mesh,8,,5,side,mesh/m008/l05_side.bmp,640,640
mesh,8,,5,top,mesh/m008/l05_top.bmp,640,640
mesh,8,,6,hero,mesh/m008/l06_hero.bmp,640,640
mesh,8,,6,side,mesh/m008/l06_side.bmp,640,640
mesh,8,,6,top,mesh/m008/l06_top.bmp,640,640
submesh,8,0,0,hero,submesh/m008_s00/l00_hero.bmp,640,640
submesh,8,0,1,hero,submesh/m008_s00/l01_hero.bmp,640,640
submesh,8,0,2,hero,submesh/m008_s00/l02_hero.bmp,640,640
submesh,8,0,3,hero,submesh/m008_s00/l03_hero.bmp,640,640
submesh,8,0,4,hero,submesh/m008_s00/l04_hero.bmp,640,640
submesh,8,0,5,hero,submesh/m008_s00/l05_hero.bmp,640,640
submesh,8,0,6,hero,submesh/m008_s00/l06_hero.bmp,640,640
submesh,8,1,0,hero,submesh/m008_s01/l00_hero.bmp,640,640
submesh,8,1,1,hero,submesh/m008_s01/l01_hero.bmp,640,640
submesh,8,1,2,hero,submesh/m008_s01/l02_hero.bmp,640,640
submesh,8,1,3,hero,submesh/m008_s01/l03_hero.bmp,640,640
submesh,8,1,4,hero,submesh/m008_s01/l04_hero.bmp,640,640
submesh,8,1,5,hero,submesh/m008_s01/l05_hero.bmp,640,640
submesh,8,1,6,hero,submesh/m008_s01/l06_hero.bmp,640,640
submesh,8,2,0,hero,submesh/m008_s02/l00_hero.bmp,640,640
submesh,8,2,1,hero,submesh/m008_s02/l01_hero.bmp,640,640
submesh,8,2,2,hero,submesh/m008_s02/l02_hero.bmp,640,640
submesh,8,2,3,hero,submesh/m008_s02/l03_hero.bmp,640,640
submesh,8,2,4,hero,submesh/m008_s02/l04_hero.bmp,640,640
submesh,8,2,5,hero,submesh/m008_s02/l05_hero.bmp,640,640
submesh,8,2,6,hero,submesh/m008_s02/l06_hero.bmp,640,640
mesh,9,,0,hero,mesh/m009/l00_hero.bmp,640,640
mesh,9,,0,side,mesh/m009/l00_side.bmp,640,640
mesh,9,,0,top,mesh/m009/l00_top.bmp,640,640
mesh,9,,1,hero,mesh/m009/l01_hero.bmp,640,640
mesh,9,,1,side,mesh/m009/l01_side.bmp,640,640
mesh,9,,1,top,mesh/m009/l01_top.bmp,640,640
mesh,9,,2,hero,mesh/m009/l02_hero.bmp,640,640
mesh,9,,2,side,mesh/m009/l02_side.bmp,640,640
mesh,9,,2,top,mesh/m009/l02_top.bmp,640,640
mesh,9,,3,hero,mesh/m009/l03_hero.bmp,640,640
mesh,9,,3,side,mesh/m009/l03_side.bmp,640,640
mesh,9,,3,top,mesh/m009/l03_top.bmp,640,640
mesh,9,,4,hero,mesh/m009/l04_hero.bmp,640,640
mesh,9,,4,side,mesh/m009/l04_side.bmp,640,640
mesh,9,,4,top,mesh/m009/l04_top.bmp,640,640
mesh,9,,5,hero,mesh/m009/l05_hero.bmp,640,640
mesh,9,,5,side,mesh/m009/l05_side.bmp,640,640
mesh,9,,5,top,mesh/m009/l05_top.bmp,640,640
mesh,9,,6,hero,mesh/m009/l06_hero.bmp,640,640
mesh,9,,6,side,mesh/m009/l06_side.bmp,640,640
mesh,9,,6,top,mesh/m009/l06_top.bmp,640,640
submesh,9,0,0,hero,submesh/m009_s00/l00_hero.bmp,640,640
submesh,9,0,1,hero,submesh/m009_s00/l01_hero.bmp,640,640
submesh,9,0,2,hero,submesh/m009_s00/l02_hero.bmp,640,640
submesh,9,0,3,hero,submesh/m009_s00/l03_hero.bmp,640,640
submesh,9,0,4,hero,submesh/m009_s00/l04_hero.bmp,640,640
submesh,9,0,5,hero,submesh/m009_s00/l05_hero.bmp,640,640
submesh,9,0,6,hero,submesh/m009_s00/l06_hero.bmp,640,640
submesh,9,1,0,hero,submesh/m009_s01/l00_hero.bmp,640,640
