sample,gpu_forward_ms,ia_vertices,ia_primitives,vs_invocations,ps_invocations,visible_instances,active_mesh_lods,logical_indices,list_r32_bytes,list_r16_bytes
253,22.4827,420994533,140331511,218801672,43025687,722037,136,420994533,1683978132,841989066
254,22.1786,420994533,140331511,218801672,43544748,722037,136,420994533,1683978132,841989066
255,22.461,420994533,140331511,218801672,42989751,722037,136,420994533,1683978132,841989066
256,22.1903,420994533,140331511,218801672,43582441,722037,136,420994533,1683978132,841989066
257,22.3409,420994533,140331511,218801672,43185374,722037,136,420994533,1683978132,841989066
258,22.5976,420994533,140331511,218801672,43090727,722037,136,420994533,1683978132,841989066
259,22.267,420994533,140331511,218801672,43072784,722037,136,420994533,1683978132,841989066
260,22.2986,420994533,140331511,218801672,43103084,722037,136,420994533,1683978132,841989066
261,22.1348,420994533,140331511,218801672,43009932,722037,136,420994533,1683978132,841989066
262,22.1527,420994533,140331511,218801672,43042736,722037,136,420994533,1683978132,841989066
263,22.4922,420994533,140331511,218801672,43051533,722037,136,420994533,1683978132,841989066
264,22.225,420994533,140331511,218801672,43615230,722037,136,420994533,1683978132,841989066
265,22.5191,420994533,140331511,218801672,43170087,722037,136,420994533,1683978132,841989066
266,22.1826,420994533,140331511,218801672,43548683,722037,136,420994533,1683978132,841989066
267,22.34,420994533,140331511,218801672,43172426,722037,136,420994533,1683978132,841989066
268,22.6048,420994533,140331511,218801672,43725097,722037,136,420994533,1683978132,841989066
269,22.2267,420994533,140331511,218801672,43038089,722037,136,420994533,1683978132,841989066
270,22.5241,420994533,140331511,218801672,43581166,722037,136,420994533,1683978132,841989066
271,22.1819,420994533,140331511,218801672,42985209,722037,136,420994533,1683978132,841989066
272,22.1853,420994533,140331511,218801672,43041048,722037,136,420994533,1683978132,841989066
273,22.5971,420994533,140331511,218801672,43095314,722037,136,420994533,1683978132,841989066
274,22.1555,420994533,140331511,218801672,43055149,722037,136,420994533,1683978132,841989066
